Date,Close,Search_Interest,Return_1d,Close_lag_1,Close_lag_3,Close_lag_5,MA_5,MA_10,Trend_lag_1,Trend_lag_3
2025-07-24,305.29998779296875,24.0,-0.08197020076301276,332.5599975585937,328.489990234375,319.4100036621094,325.6219909667969,321.0379974365234,24.0,24.0
2025-07-25,316.0599975585937,24.0,0.0352440556693423,305.29998779296875,332.1099853515625,329.6499938964844,322.90399169921875,321.2929962158203,24.0,24.0
2025-07-28,325.5899963378906,21.0,0.030152499060024818,316.0599975585937,332.5599975585937,328.489990234375,322.32399291992186,322.16199645996096,24.0,24.0
2025-07-29,321.20001220703125,21.0,-0.013483166498468035,325.5899963378906,305.29998779296875,332.1099853515625,320.1419982910156,323.20399780273436,21.0,24.0
2025-07-30,319.0400085449219,21.0,-0.006724793213012448,321.20001220703125,316.0599975585937,332.5599975585937,317.43800048828126,322.9409973144531,21.0,24.0
2025-07-31,308.2699890136719,21.0,-0.03375758288237862,319.0400085449219,325.5899963378906,305.29998779296875,318.03200073242186,321.8269958496094,21.0,21.0
2025-08-01,302.6300048828125,21.0,-0.01829559909125389,308.2699890136719,321.20001220703125,316.0599975585937,315.34600219726565,319.1249969482422,21.0,21.0
2025-08-04,309.260009765625,22.0,0.021907956170373222,302.6300048828125,319.0400085449219,325.5899963378906,312.0800048828125,317.2019989013672,21.0,21.0
2025-08-05,308.7200012207031,22.0,-0.0017461311772288823,309.260009765625,308.2699890136719,321.20001220703125,309.58400268554686,314.8630004882813,22.0,21.0
2025-08-06,319.9100036621094,22.0,0.03624644466558724,308.7200012207031,302.6300048828125,319.0400085449219,309.75800170898435,313.59800109863284,22.0,21.0
2025-08-07,322.2699890136719,22.0,0.007377028928595486,319.9100036621094,309.260009765625,308.2699890136719,312.55800170898436,315.2950012207031,22.0,22.0
2025-08-08,329.6499938964844,22.0,0.02290006868278205,322.2699890136719,308.7200012207031,302.6300048828125,317.9619995117188,316.6540008544922,22.0,22.0
2025-08-11,339.0299987792969,24.0,0.02845443669493286,329.6499938964844,319.9100036621094,309.260009765625,323.91599731445314,317.9980010986328,22.0,22.0
2025-08-12,340.8399963378906,24.0,0.005338753399730889,339.0299987792969,322.2699890136719,308.7200012207031,330.3399963378906,319.9619995117188,24.0,22.0
2025-08-13,339.3800048828125,24.0,-0.004283509772223915,340.8399963378906,329.6499938964844,319.9100036621094,334.23399658203124,321.9959991455078,24.0,22.0
2025-08-14,335.5799865722656,24.0,-0.011196942235471519,339.3800048828125,339.0299987792969,322.2699890136719,336.89599609375,324.7269989013672,24.0,24.0
2025-08-15,330.5599975585937,24.0,-0.0149591430196655,335.5799865722656,340.8399963378906,329.6499938964844,337.0779968261719,327.51999816894534,24.0,24.0
2025-08-18,335.1600036621094,20.0,0.013915797850586165,330.5599975585937,339.3800048828125,339.0299987792969,336.3039978027344,330.10999755859376,24.0,24.0
2025-08-19,329.3099975585937,20.0,-0.017454368181154867,335.1600036621094,335.5799865722656,340.8399963378906,333.997998046875,332.1689971923828,20.0,24.0
2025-08-20,323.8999938964844,20.0,-0.016428300696053832,329.3099975585937,330.5599975585937,339.3800048828125,330.90199584960936,332.5679962158203,20.0,24.0
2025-08-21,320.1099853515625,20.0,-0.011701168929731831,323.8999938964844,335.1600036621094,335.5799865722656,327.80799560546876,332.35199584960935,20.0,20.0
2025-08-22,340.010009765625,20.0,0.062166209505171155,320.1099853515625,329.3099975585937,330.5599975585937,329.697998046875,333.38799743652345,20.0,20.0
2025-08-25,346.6000061035156,20.0,0.019381771561470362,340.010009765625,323.8999938964844,335.1600036621094,331.9859985351562,334.14499816894534,20.0,20.0
2025-08-26,351.6700134277344,20.0,0.01462783391499567,346.6000061035156,320.1099853515625,329.3099975585937,336.4580017089844,335.2279998779297,20.0,20.0
2025-08-27,349.6000061035156,20.0,-0.0058862207330171445,351.6700134277344,340.010009765625,323.8999938964844,341.59800415039064,336.25,20.0,20.0
2025-08-28,345.9800109863281,20.0,-0.010354676927882056,349.6000061035156,346.6000061035156,320.1099853515625,346.7720092773437,337.2900024414063,20.0,20.0
2025-08-29,333.8699951171875,20.0,-0.03500206799409333,345.9800109863281,351.6700134277344,340.010009765625,345.54400634765625,337.6210021972656,20.0,20.0
2025-09-02,329.3599853515625,16.0,-0.01350828116207925,333.8699951171875,349.6000061035156,346.6000061035156,342.09600219726565,337.04100036621094,20.0,20.0
2025-09-03,334.0899963378906,16.0,0.014361219324440011,329.3599853515625,345.9800109863281,351.6700134277344,338.5799987792969,337.5190002441406,16.0,20.0
2025-09-04,338.5299987792969,16.0,0.01328983953448204,334.0899963378906,333.8699951171875,349.6000061035156,336.3659973144531,338.98200073242185,16.0,20.0
2025-09-05,350.8399963378906,16.0,0.036363092201525005,338.5299987792969,329.3599853515625,345.9800109863281,337.33799438476564,342.0550018310547,16.0,16.0
2025-09-08,346.3999938964844,21.0,-0.01265534855703887,350.8399963378906,334.0899963378906,333.8699951171875,339.843994140625,342.6940002441406,16.0,16.0
2025-09-09,346.9700012207031,21.0,0.001645517708609212,346.3999938964844,338.5299987792969,329.3599853515625,343.3659973144531,342.7309997558594,21.0,16.0
2025-09-10,347.7900085449219,21.0,0.0023633378140295314,346.9700012207031,350.8399963378906,334.0899963378906,346.1059997558594,342.34299926757814,21.0,16.0
2025-09-11,368.80999755859375,21.0,0.06043873744853956,347.7900085449219,346.3999938964844,338.5299987792969,352.16199951171876,344.2639984130859,21.0,21.0
2025-09-12,395.9400024414063,21.0,0.0735609258490948,368.80999755859375,346.9700012207031,350.8399963378906,361.1820007324219,349.25999755859374,21.0,21.0
2025-09-15,410.0400085449219,27.0,0.03561147147692445,395.9400024414063,347.7900085449219,346.3999938964844,373.9100036621094,356.8769989013672,21.0,21.0
2025-09-16,421.6199951171875,27.0,0.028241113869250656,410.0400085449219,368.80999755859375,346.9700012207031,388.8400024414062,366.1029998779297,27.0,21.0
2025-09-17,425.8599853515625,27.0,0.01005642588937583,421.6199951171875,395.9400024414063,347.7900085449219,404.45399780273436,375.2799987792969,27.0,21.0
2025-09-18,416.8500061035156,27.0,-0.021157139806429193,425.8599853515625,410.0400085449219,368.80999755859375,414.06199951171874,383.11199951171875,27.0,27.0
2025-09-19,426.0700073242188,27.0,0.022118270566640286,416.8500061035156,421.6199951171875,395.9400024414063,420.08800048828124,390.63500061035154,27.0,27.0
2025-09-22,434.2099914550781,21.0,0.01910480435358397,426.0700073242188,425.8599853515625,410.0400085449219,424.9219970703125,399.41600036621094,27.0,27.0
2025-09-23,425.8500061035156,21.0,-0.019253323313789705,434.2099914550781,416.8500061035156,421.6199951171875,425.76799926757815,407.3040008544922,21.0,27.0
2025-09-24,442.7900085449219,21.0,0.03977927016229388,425.8500061035156,426.0700073242188,425.8599853515625,429.15400390625,416.8040008544922,21.0,27.0
2025-09-25,423.3900146484375,21.0,-0.04381307961359793,442.7900085449219,434.2099914550781,416.8500061035156,430.4620056152344,422.2620025634766,21.0,21.0
2025-09-26,440.3999938964844,21.0,0.0401756741055197,423.3900146484375,425.8500061035156,426.0700073242188,433.3280029296875,426.7080017089844,21.0,21.0
2025-09-29,443.2099914550781,24.0,0.00638055766924972,440.3999938964844,442.7900085449219,434.2099914550781,435.1280029296875,430.025,21.0,21.0
2025-09-30,444.7200012207031,24.0,0.0034069849388267404,443.2099914550781,423.3900146484375,425.8500061035156,438.902001953125,432.3350006103516,24.0,21.0
2025-10-01,459.4599914550781,24.0,0.033144428390707636,444.7200012207031,440.3999938964844,442.7900085449219,442.2359985351562,435.69500122070315,24.0,21.0
2025-10-02,436.0,24.0,-0.051059922281332826,459.4599914550781,443.2099914550781,423.3900146484375,444.75799560546875,437.61000061035156,24.0,24.0
2025-10-03,429.8299865722656,24.0,-0.014151406944344913,436.0,444.7200012207031,440.3999938964844,442.643994140625,437.9859985351562,24.0,24.0
2025-10-06,453.25,22.0,0.054486690457546505,429.8299865722656,459.4599914550781,443.2099914550781,444.65199584960936,439.88999938964844,24.0,24.0
2025-10-07,433.0899963378906,22.0,-0.044478772558432134,453.25,436.0,444.7200012207031,442.32599487304685,440.61399841308594,22.0,24.0
2025-10-08,438.6900024414063,22.0,0.012930352007361146,433.0899963378906,429.8299865722656,459.4599914550781,438.1719970703125,440.20399780273436,22.0,24.0
2025-10-09,435.5400085449219,22.0,-0.007180455170972766,438.6900024414063,453.25,436.0,438.0799987792969,441.4189971923828,22.0,22.0
2025-10-10,413.489990234375,22.0,-0.05062684914805626,435.5400085449219,433.0899963378906,429.8299865722656,434.81199951171874,438.7279968261719,22.0,22.0
